DR19;annee;0-4ansH;0-4ansF;5-9ansH;5-9ansF;10-14ansH;10-14ansF;15-19ansH;15-19ansF;20-24ansH;20-24ansF;25-29ansH;25-29ansF;30-34ansH;30-34ansF;35-39ansH;35-39ansF;40-44ansH;40-44ansF;45-49ansH;45-49ansF;50-54ansH;50-54ansF;55-59ansH;55-59ansF;60-64ansH;60-64ansF;65-69ansH;65-69ansF;70-74ansH;70-74ansF;75-79ansH;75-79ansF;80-84ansH;80-84ansF;85-89ansH;85-89ansF;90-94ansH;90-94ansF;95+H;95+F;Y_LT5;Y5-9;Y10-14;Y15-19;Y20-24;Y25-29;Y30-34;Y35-39;Y40-44;Y45-49;Y50-54;Y55-59;Y60-64;Y65-69;Y70-74;Y75-79;Y80-84;Y85-89;YGE90
95;2016;;;46086,57452;45302,92406;43908,89471;41965,35377;41842,38223;39957,12487;38742,48682;38411,75152;38603,75038;41524,74444;40154,24614;44468,81682;41012,49803;43792,38173;41474,11591;42383,60821;40376,59546;42066,63153;39476,12548;41430,18906;36734,03441;40215,3086;32084,79932;34753,47239;27062,34573;28865,88791;18055,54193;19603,64908;12093,94906;14882,01232;9341,705768;13884,35202;5469,403232;10772,51393;2382,657753;5932,121535;406,6632669;1588,136521;0;91389,49858;85874,24848;81799,5071;77154,23834;80128,49482;84623,06296;84804,87976;83857,72412;82443,22699;80906,31454;76949,34301;66838,27171;55928,23364;37659,19101;26975,96138;23226,05779;16241,91716;10309,57908
971;2016;;;12685,79357;12146,83118;14556,88061;14066,84159;14405,01382;14141,76248;10792,1977;10156,60995;8658,296092;9723,745121;7675,837685;11087,65524;8352,987134;12224,03339;11331,7731;15374,52052;13259,68737;16773,88535;14636,74292;17533,24678;13715,45656;15564,07879;11593,79685;13689,6417;10276,04669;11918,96718;7658,39338;9393,049351;5417,209572;6948,611805;3942,266449;5817,179233;2218,022134;3789,751049;1165,48084;2174,077074;318,232493;782,990539;0;24832,62475;28623,7222;28546,7763;20948,80765;18382,04121;18763,49293;20577,02052;26706,29362;30033,57272;32169,9897;29279,53535;25283,43855;22195,01387;17051,44273;12365,82138;9759,445682;6007,773183;4440,780946
972;2016;;;11071,29532;10452,88886;12050,34354;11703,38804;12797,65189;12358,65234;9917,262827;9475,982888;8465,831828;9467,499592;7533,074644;10215,22808;7745,310819;10467,9764;9746,194535;13253,41554;12901,71917;16205,79448;14489,103;18194,7872;14138,27094;15909,2588;12131,12617;14134,52192;10187,0943;12088,56406;7811,290969;9069,130507;6196,401462;7776,201321;4622,998018;6322,213692;2581,357767;4351,706222;1169,76639;2381,817067;355,576832;1002,334885;0;21524,18418;23753,73158;25156,30423;19393,24572;17933,33142;17748,30272;18213,28722;22999,61008;29107,51365;32683,8902;30047,52974;26265,64809;22275,65836;16880,42148;13972,60278;10945,21171;6933,063989;4909,495174
973;2016;;;15081,97097;14855,4183;14610,00237;14306,46653;12905,55607;12570,27405;9387,968274;9735,45096;8511,406198;9735,270852;8912,016761;10045,14504;8870,783859;9511,068515;8395,097978;8646,641164;7514,25597;7838,72545;6509,278853;6661,095393;5621,830725;5493,116305;4307,721993;4153,07079;2859,748636;2920,237482;1822,381522;1799,648845;1039,767867;1235,560272;594,5469392;850,5511983;375,6483365;531,7003847;103,9969847;287,9479102;55,15658783;91,16259981;0;29937,38927;28916,4689;25475,83012;19123,41923;18246,67705;18957,1618;18381,85237;17041,73914;15352,98142;13170,37425;11114,94703;8460,792783;5779,986118;3622,030367;2275,328139;1445,098138;907,3487212;538,2640825
974;2016;;;33937,40485;32585,62968;36089,4936;34062,94514;35000,64118;33501,38699;27723,72111;27293,62015;24361,16481;27747,08173;23626,70343;28576,13517;25082,05389;29830,20526;27348,2917;31121,70621;30154,84222;32842,64539;31178,18106;32676,40143;26079,61868;27932,24158;21766,4572;23243,28487;16041,5548;17470,15545;10922,42839;12645,17458;7751,807102;10161,60756;4724,652179;7393,642544;2204,037938;4349,146487;959,1368337;2298,274831;167,5663058;714,5190237;0;66523,03453;70152,43874;68502,02817;55017,34126;52108,24654;52202,8386;54912,25915;58469,99791;62997,48761;63854,58249;54011,86026;45009,74207;33511,71025;23567,60297;17913,41466;12118,29472;6553,184425;4139,496994
1;2017;20418,2573;19255,33707;22820,48144;21740,40009;22741,99219;21510,01645;20809,38605;18464,06915;15178,76238;14151,85092;18184,10576;18086,94373;20207,16347;20862,41336;21104,43408;21054,82871;21957,78729;22758,84308;23814,59522;23369,66535;22873,33685;22468,2959;20570,07486;21068,24443;18463,43718;19244,49559;16313,7945;17779,56477;12180,88759;13370,05468;8544,308997;9619,692692;6051,777987;9024,990844;3802,279259;6646,590026;1460,505386;3910,2066;322,4718129;1257,320963;39673,59437;44560,88153;44252,00864;39273,4552;29330,6133;36271,04949;41069,57683;42159,26279;44716,63037;47184,26057;45341,63275;41638,31929;37707,93277;34093,35927;25550,94227;18164,00169;15076,76883;10448,86929;6950,504762
2;2017;15622,02136;15492,59326;17939,49235;17054,39684;18396,40997;16847,61137;17664,17827;15685,40448;13333,95922;12729,22853;14178,05885;14335,26243;15152,16392;15699,20316;15600,75737;15689,40505;16525,26855;16925,71374;17827,79571;17699,99905;17931,93385;18363,80599;18203,48843;18223,50478;18156,1777;18348,55495;16247,90053;17672,85712;10178,48784;11585,41065;7168,962243;9996,834306;5667,878273;9628,137314;3539,304538;7315,306094;1216,608946;3456,956911;260,1578547;842,7264586;31114,61462;34993,88919;35244,02134;33349,58275;26063,18775;28513,32128;30851,36708;31290,16242;33450,98229;35527,79476;36295,73984;36426,99321;36504,73265;33920,75765;21763,89849;17165,79655;15296,01559;10854,61063;5776,45017
3;2017;7561,276693;7851,758297;8934,938962;8464,812607;9131,532342;9050,771637;9667,543266;8876,50883;7596,257029;7048,295922;7595,712489;7242,961686;8062,330299;8551,287482;8383,828179;8635,248215;9899,873944;10631,39616;10908,51109;11137,45692;11328,36576;11942,37376;11174,42919;12280,36564;12168,61573;13135,48447;11869,20645;13496,39408;8960,08618;10604,51592;6817,851145;8584,185504;5420,180332;8327,612898;3643,805922;6473,1531;1434,116634;3472,886278;256,7905817;1071,257873;15413,03499;17399,75157;18182,30398;18544,0521;14644,55295;14838,67418;16613,61778;17019,07639;20531,2701;22045,96801;23270,73952;23454,79483;25304,1002;25365,60053;19564,6021;15402,03665;13747,79323;10116,95902;6235,051367
4;2017;3977,727215;3749,717986;4477,039896;4271,067905;5169,638235;4520,729981;4863,280036;4297,453786;3600,619537;3052,020358;3615,880763;3607,185367;4026,046538;4219,022195;4110,251374;4631,590599;4464,889603;4979,543652;5620,751274;5601,342226;5756,478328;6141,698006;5911,07422;6202,207637;5992,391685;6152,797707;5788,890639;6162,279665;4426,994775;4902,848327;3231,602003;3861,593021;2689,27455;3375,220755;1551,342759;2519,511857;645,0213859;1474,940715;124,1457398;518,5888483;7727,445201;8748,107801;9690,368216;9160,733822;6652,639895;7223,06613;8245,068733;8741,841973;9444,433255;11222,0935;11898,17633;12113,28186;12145,18939;11951,1703;9329,843102;7093,195024;6064,495305;4070,854616;2762,696689
5;2017;3606,057775;3445,404364;4120,361875;3880,112015;4321,524454;4133,001844;4128,609707;3448,404108;3057,180768;2511,337816;3350,830152;3327,597933;3481,429015;3811,317175;4182,736068;4364,410173;4268,588946;4661,378317;4951,927398;4994,718062;5091,767216;4921,065176;4920,760782;5255,127104;4668,312725;5002,908634;4792,017112;5054,358291;3692,300633;4141,792322;2506,639413;2901,99519;2057,833989;2839,815439;1160,542033;2084,674656;552,7588038;1177,968536;80,82698599;385,4661981;7051,462139;8000,47389;8454,526298;7577,013815;5568,518584;6678,428085;7292,74619;8547,146241;8929,967263;9946,64546;10012,83239;10175,88789;9671,221359;9846,375403;7834,092955;5408,634603;4897,649428;3245,216689;2197,020524
6;2017;27815,786;26481,70675;29522,3463;28328,31119;29487,97595;28417,082;30575,08233;29101,30911;27020,63352;26574,2017;27750,73572;29487,89132;30169,35452;31963,93578;31592,61883;33826,68037;33232,72802;34646,39345;34956,98654;38179,88614;35747,38828;39177,70712;33494,8128;36428,96562;30541,43073;36242,64812;31533,38443;37232,4664;26188,71608;32360,5011;20523,15452;26700,50637;15963,59437;23359,11496;10511,68485;18888,12586;4298,714566;10252,8944;942,4390337;3597,9461;54297,49275;57850,65749;57905,05795;59676,39144;53594,83522;57238,62704;62133,2903;65419,2992;67879,12147;73136,87268;74925,0954;69923,77842;66784,07885;68765,85083;58549,21718;47223,66089;39322,70933;29399,81071;19091,9941
7;2017;8068,66309;8063,696437;9977,650468;8990,085113;9981,026454;9909,927491;9010,296357;8495,13486;6463,713789;5914,261606;7509,616226;7666,63555;8251,907642;8276,482368;8550,920419;9488,788242;10741,48667;10158,45604;11110,75924;11303,93573;11730,09845;11737,80625;11531,44594;11453,40859;11112,65077;11784,01118;11472,92655;11811,72006;8290,666604;9155,981681;5881,083968;7188,652264;4609,804015;6366,083987;3104,801374;5063,904469;1250,221176;3092,140551;197,5258454;999,6693354;16132,35953;18967,73558;19890,95395;17505,43122;12377,9754;15176,25178;16528,39001;18039,70866;20899,94271;22414,69497;23467,9047;22984,85453;22896,66195;23284,64661;17446,64829;13069,73623;10975,888;8168,705843;5539,556908
8;2017;7518,090575;7605,698173;8528,078508;8488,905077;8870,416441;8178,425815;8447,129069;7676,884489;6301,940232;5858,791194;7245,953109;7177,284456;7645,745689;8223,981143;7833,871846;8077,626755;8543,044366;8528,652895;9339,371498;9061,946176;9479,617346;9778,724407;9696,833782;9864,110042;9118,887059;9731,501265;8903,583952;9721,970726;5581,707583;6060,622188;4130,295735;5265,391869;3346,400709;5219,346961;1981,771002;3921,483937;618,5038114;1706,383976;95,93803503;427,2688579;15123,78875;17016,98359;17048,84226;16124,01356;12160,73143;14423,23757;15869,72683;15911,4986;17071,69726;18401,31767;19258,34175;19560,94382;18850,38832;18625,55468;11642,32977;9395,687604;8565,74767;5903,254939;2848,09468
9;2017;3489,308225;3483,647832;4240,712016;3909,363875;4401,873076;4307,363068;4172,770088;3647,253882;3483,992549;2712,924157;3620,437212;3042,334865;3621,519403;3880,311973;4286,713289;4546,046325;4592,640542;4679,582167;5134,771003;5240,649446;5500,808634;5531,854906;5709,598129;5859,210072;5656,956498;5774,84062;5643,579299;5470,080628;3808,527164;4193,270727;2787,682239;3523,922613;2684,260307;3407,648279;1583,004487;2718,262997;659,4163118;1406,807178;146,9471675;433,9949586;6972,956057;8150,075891;8709,236144;7820,02397;6196,916706;6662,772077;7501,831376;8832,759614;9272,222709;10375,42045;11032,66354;11568,8082;11431,79712;11113,65993;8001,797891;6311,604852;6091,908586;4301,267484;2647,165616
10;2017;8982,90944;8596,02235;9757,216852;9825,29385;10115,36115;9327,595905;9966,540877;9397,502698;8828,746774;7744,013605;8279,713342;8790,263566;8656,088656;9052,409115;8712,695467;8868,697367;9821,743122;9879,697352;9651,567241;10284,32267;9962,556193;10354,09562;10081,85535;10261,36097;9309,896581;10482,375;9488,037485;10315,20836;6853,914817;7419,741411;4347,44072;6152,224828;3811,547069;5804,719824;2161,950945;4452,319479;987,2201842;2503,280283;114,2858824;752,9887631;17578,93179;19582,5107;19442,95706;19364,04358;16572,76038;17069,97691;17708,49777;17581,39283;19701,44047;19935,88991;20316,65181;20343,21632;19792,27158;19803,24585;14273,65623;10499,66555;9616,266893;6614,270424;4357,775113
11;2017;9192,140506;8375,093992;10873,50346;10252,91145;11112,33548;10559,18335;10459,42777;9698,590002;7655,322805;7381,069371;7987,836235;8450,903138;9183,084578;9716,352787;10008,42862;10749,04087;11242,01579;11617,91017;12066,25275;12769,35752;12484,48266;13072,37881;11937,62936;13067,46359;13203,27513;13567,84106;12962,10494;14175,11495;9964,942993;11268,47911;7020,913867;8240,51065;5726,647364;7734,33974;3816,814825;6116,716208;1511,819251;3633,890816;273,9548312;1014,650264;17567,2345;21126,41491;21671,51883;20158,01777;15036,39218;16438,73937;18899,43737;20757,46949;22859,92596;24835,61027;25556,86147;25005,09295;26771,11619;27137,21989;21233,4221;15261,42452;13460,9871;9933,531033;6434,315162
12;2017;6479,808455;6115,836771;7823,853531;7045,723889;7951,141131;7587,997894;7916,119026;6658,013764;5704,202432;4958,660003;6354,779457;6080,422511;6777,998927;6616,875393;7697,176347;7674,109675;8404,568206;8132,640865;9513,661441;9486,280465;9978,409127;9354,157873;10085,5199;9970,479998;10001,68077;9950,070376;10218,85596;10509,35605;7263,001869;7834,840085;5724,811569;6878,005908;4779,448121;7330,773026;3352,321504;5544,984329;1337,869339;2905,222205;227,814806;889,0582726;12595,64523;14869,57742;15539,13903;14574,13279;10662,86244;12435,20197;13394,87432;15371,28602;16537,20907;18999,94191;19332,567;20055,9999;19951,75115;20728,21201;15097,84195;12602,81748;12110,22115;8897,305833;5359,964623
13;2017;60074,27917;56981,87832;62857,70925;59984,37352;60723,59516;58421,87797;62825,39404;60694,4056;60453,87072;59725,76263;57809,5281;59829,85128;59535,58778;64694,48536;60621,21772;65488,51047;62268,38481;66319,80587;65123,99292;70547,48553;65065,85437;71327,16585;61091,86557;66394,32989;56114,34945;63818,12119;54333,44368;62291,03231;42612,54544;50441,428;31411,09706;39332,86642;23467,05467;34555,50027;14047,68603;26779,79649;5557,028003;14596,98585;1192,14638;4596,572928;117056,1575;122842,0828;119145,4731;123519,7996;120179,6334;117639,3794;124230,0731;126109,7282;128588,1907;135671,4785;136393,0202;127486,1955;119932,4706;116624,476;93053,97344;70743,96348;58022,55494;40827,48252;25942,73316
14;2017;18268,3232;17525,16233;21642,34749;20638,41426;22376,64458;20980,80645;23707,23424;22895,8624;20734,10033;20087,01527;17948,82942;18917,47773;19447,60637;19279,06374;20000,63359;21264,38323;21218,93743;21535,20067;22374,04453;22464,97571;21870,62688;23036,38749;22425,23065;23906,41058;22025,72778;24552,38092;21010,27196;23625,82249;13734,73798;16809,5874;10093,84605;13420,55974;7890,142796;12944,0893;4834,586745;9964,943034;1921,943965;5395,830632;288,4488665;1350,930844;35793,48553;42280,76175;43357,45103;46603,09664;40821,1156;36866,30715;38726,67011;41265,01682;42754,1381;44839,02024;44907,01437;46331,64123;46578,1087;44636,09445;30544,32538;23514,40579;20834,2321;14799,52978;8957,154308
15;2017;2947,417334;2882,432469;3405,666985;3344,799612;4086,644562;3959,46857;3563,770533;3402,444967;2886,373877;2493,696056;3128,875188;2948,634002;3578,866527;3422,953134;3870,762503;3870,651292;4610,077857;4301,397024;4911,64316;4805,493234;5375,755675;5198,692138;5738,224832;5705,90945;5587,495237;5774,804831;5793,227225;5816,758228;3809,81243;4073,681396;2901,466883;3515,291697;2530,244141;3842,946127;1555,152453;2732,537201;674,2156897;1607,4627;136,5592367;407,006651;5829,849803;6750,466597;8046,113132;6966,2155;5380,069933;6077,50919;7001,819661;7741,413795;8911,474881;9717,136394;10574,44781;11444,13428;11362,30007;11609,98545;7883,493826;6416,75858;6373,190268;4287,689654;2825,244277
16;2017;8323,909939;8046,517148;9618,708097;9155,182923;10102,4243;9744,023507;10101,21736;8964,261154;8080,036615;7271,313117;8426,321447;8198,265317;9004,860965;8921,285072;9602,724655;9675,697715;10076,52342;10667,67334;12064,15756;12662,63723;12192,83461;12759,02894;12148,61947;13020,03352;12967,55515;13560,50074;12281,72772;13306,71752;8846,873111;9810,741986;6282,321295;7732,020837;5549,352826;8047,079756;3340,058777;5714,46845;1309,85476;3378,119345;333,8884254;1000,063721;16370,42709;18773,89102;19846,44781;19065,47851;15351,34973;16624,58676;17926,14604;19278,42237;20744,19676;24726,79479;24951,86355;25168,65299;26528,05589;25588,44524;18657,6151;14014,34213;13596,43258;9054,527227;6021,926251
17;2017;14218,1396;14324,78661;17345,41722;16828,72586;18257,54114;17504,65573;19056,98789;16868,39842;14630,37965;13007,74867;14013,67788;13858,48651;15610,95953;16593,56076;16697,75648;18149,07945;18903,59839;19405,87416;21420,68818;22288,0403;20410,8659;21506,80566;20603,34459;23101,20618;23076,54343;26173,26264;24733,44909;27300,19223;17649,02249;20035,07869;12619,7793;15635,71673;9731,392017;14403,78545;6266,119472;11240,92655;2509,80447;6249,094464;567,0244273;1820,255782;28542,92621;34174,14308;35762,19687;35925,38631;27638,12832;27872,16439;32204,52029;34846,83593;38309,47255;43708,72848;41917,67156;43704,55077;49249,80607;52033,64132;37684,10118;28255,49603;24135,17747;17507,04602;11146,17914
18;2017;7075,511776;7285,120786;8551,228894;8241,206083;8880,584805;8461,559804;8685,894841;7780,012118;7150,775049;6163,367694;7277,023063;6998,157703;7947,199453;8273,028666;7753,61611;7943,999263;8975,982644;9181,572798;10437,55453;10243,96;10469,01803;10987,94846;10410,35783;10942,17437;10527,30311;11310,96386;10698,30578;11701,36523;7906,770179;8639,899629;5994,260944;7051,225714;4546,944669;6968,162081;2752,379776;5127,895963;1075,328635;2731,299746;249,2899726;879,4943297;14360,63256;16792,43498;17342,14461;16465,90696;13314,14274;14275,18077;16220,22812;15697,61537;18157,55544;20681,51453;21456,96649;21352,5322;21838,26697;22399,67101;16546,66981;13045,48666;11515,10675;7880,275739;4935,412683
19;2017;5480,339029;5087,652875;6305,356991;6170,166992;6523,974427;6336,220137;7331,322857;5903,783288;5905,832096;4744,106763;5636,619147;5289,189875;5828,647821;5801,530003;6371,246691;6692,909836;7099,464231;7408,636692;8097,655308;7590,875643;8216,47518;8206,945194;8209,650101;8843,861819;8687,926524;9382,18854;9010,312646;9619,699347;6167,473924;7024,009141;4582,966186;5893,394512;4212,821836;6138,847842;2530,874223;4734,05175;1082,173997;2697,748628;184,1800948;761,0117065;10567,9919;12475,52398;12860,19456;13235,10615;10649,93886;10925,80902;11630,17782;13064,15653;14508,10092;15688,53095;16423,42037;17053,51192;18070,11506;18630,01199;13191,48307;10476,3607;10351,66968;7264,925973;4725,114426
2A;2017;4061,406161;3704,707036;4375,386259;3960,78184;4080,791903;3910,907882;3944,585596;3568,553;3358,652188;3246,901003;4069,491714;4397,507611;4408,864263;5132,68703;4792,551381;5220,364427;5244,098325;5404,305324;5656,905995;5758,832535;5570,549595;5963,267918;5220,150533;5312,259055;5013,441502;5231,556425;5026,923882;5328,895176;3872,243083;4570,552033;3371,398361;3742,15629;2233,097368;3007,205862;1360,734765;2235,954795;398,8330426;1051,734143;131,0847883;292,8702843;7766,113197;8336,168099;7991,699785;7513,138596;6605,553191;8466,999325;9541,551293;10012,91581;10648,40365;11415,73853;11533,81751;10532,40959;10244,99793;10355,81906;8442,795116;7113,554651;5240,30323;3596,68956;1874,522258
2B;2017;4286,229763;4195,298224;5021,805111;4566,261458;4839,345447;4490,621295;4894,639633;4453,149653;4582,857172;4501,400118;4914,54626;4975,617894;5300,865972;5629,045854;5454,350967;5629,999725;5678,584089;5919,340791;6205,045848;6385,668834;6018,906438;6181,150945;5811,469458;5962,535629;5557,712655;5949,080241;5772,333048;6028,998136;4410,723982;4811,427669;3525,45981;4053,130599;2449,682661;3316,277635;1392,70794;2252,098043;506,4922363;1266,779281;108,791485;385,1499394;8481,527987;9588,066569;9329,966742;9347,789286;9084,25729;9890,164154;10929,91183;11084,35069;11597,92488;12590,71468;12200,05738;11774,00509;11506,7929;11801,33118;9222,151651;7578,590409;5765,960296;3644,805983;2267,212942
