DR19;annee;0-4ansH;0-4ansF;5-9ansH;5-9ansF;10-14ansH;10-14ansF;15-19ansH;15-19ansF;20-24ansH;20-24ansF;25-29ansH;25-29ansF;30-34ansH;30-34ansF;35-39ansH;35-39ansF;40-44ansH;40-44ansF;45-49ansH;45-49ansF;50-54ansH;50-54ansF;55-59ansH;55-59ansF;60-64ansH;60-64ansF;65-69ansH;65-69ansF;70-74ansH;70-74ansF;75-79ansH;75-79ansF;80-84ansH;80-84ansF;85-89ansH;85-89ansF;90-94ansH;90-94ansF;95+H;95+F;Y_LT5;Y5-9;Y10-14;Y15-19;Y20-24;Y25-29;Y30-34;Y35-39;Y40-44;Y45-49;Y50-54;Y55-59;Y60-64;Y65-69;Y70-74;Y75-79;Y80-84;Y85-89;YGE90
89;2017;9307,567292;8101,153313;10219,77274;9761,383837;10828,75624;10095,37504;10266,85616;8557,7514;7179,168781;6750,756584;8076,110289;8293,918632;9130,509831;9356,216142;9189,679333;9321,224762;10375,75996;10609,63277;11343,18938;11401,4515;11583,29495;11843,56042;11448,38671;11900,44315;11729,48953;11833,13088;11782,806;12386,82091;7974,288032;8764,1122;5789,282206;7404,874538;4750,951134;6444,778766;2921,262936;5767,874543;1161,256705;3094,370614;250,696548;985,7431038;17408,72061;19981,15658;20924,13128;18824,60756;13929,92537;16370,02892;18486,72597;18510,9041;20985,39273;22744,64088;23426,85537;23348,82986;23562,62041;24169,62691;16738,40023;13194,15674;11195,7299;8689,137479;5492,066971
90;2017;4218,632808;3799,697658;4432,978514;4208,164312;4744,314904;4321,837652;4773,440873;3912,543807;4932,440821;3423,53674;4354,264269;3942,237785;4212,994099;4367,666137;4414,340137;4273,602119;4942,124055;4765,724168;4592,037516;4787,89244;4779,866166;4845,866724;4489,476;4794,29647;4118,698349;4575,525738;3989,469507;4071,537422;2888,353434;3383,089386;1999,237638;2562,04005;1574,54549;2520,150933;1015,871041;1801,489774;281,9812225;982,6459925;64,73726174;256,2486136;8018,330466;8641,142826;9066,152556;8685,98468;8355,977561;8296,502054;8580,660236;8687,942256;9707,848223;9379,929956;9625,73289;9283,77247;8694,224087;8061,006929;6271,44282;4561,277688;4094,696423;2817,360815;1585,61309
91;2017;45348,55819;43907,66259;46767,99193;46340,23579;44716,80092;43365,40309;43972,32137;40957,99944;42131,08591;38553,48109;39928,73127;41878,01261;41074,31674;44945,70501;42774,79781;44791,49368;44372,05247;45301,84831;45142,65129;45513,43081;43453,69099;43826,47639;39276,95644;40137,8856;32208,95847;34078,25896;27338,18894;31237,63755;19908,92013;23417,30594;14651,4579;18472,64464;11851,3273;16253,02699;6393,608687;11393,98946;2222,215362;6091,170568;468,160761;1968,756403;89256,22078;93108,22772;88082,20401;84930,32081;80684,567;81806,74388;86020,02175;87566,29149;89673,90078;90656,0821;87280,16738;79414,84204;66287,21743;58575,82649;43326,22607;33124,10254;28104,35429;17787,59815;10750,30309
92;2017;54218,48355;52514,02942;52802,83296;50374,33616;49409,79939;47769,6796;47333,53682;45722,62512;48483,7561;50335,81755;57340,04807;61673,24886;59166,94272;63816,78059;58793,01754;62697,85906;56777,51191;60136,39771;53318,33238;57922,23404;49616,95322;55433,769;43129,06745;49973,51824;35801,91658;42238,92834;31955,06912;38913,71256;24035,04359;29057,17026;16937,50388;23252,87843;13909,38118;21864,7423;8645,461473;16710,33575;3727,387032;9693,37085;879,008494;3236,498641;106732,513;103177,1691;97179,47899;93056,16194;98819,57365;119013,2969;122983,7233;121490,8766;116913,9096;111240,5664;105050,7222;93102,58569;78040,84492;70868,78168;53092,21385;40190,38231;35774,12348;25355,79722;17536,26502
93;2017;66239,52604;64106,12997;63299,83217;61319,36435;56833,75805;54910,78345;53251,14714;50443,91417;52169,97143;53199,85661;56488,48824;61839,58089;59350,2805;64945,84576;61541,86359;61941,77788;58570,27823;55650,94213;54372,9448;52747,21848;50787,15045;50758,09049;44503,01629;46970,34541;37728,37275;40004,96773;30204,11712;32643,23491;20946,81025;21473,52652;14404,8816;17306,73871;10273,23233;15662,31971;5593,23835;11079,5827;2043,357083;5408,141025;433,9694539;1570,138953;130345,656;124619,1965;111744,5415;103695,0613;105369,828;118328,0691;124296,1263;123483,6415;114221,2204;107120,1633;101545,2409;91473,3617;77733,34048;62847,35203;42420,33677;31711,62031;25935,55204;16672,82105;9455,606515
94;2017;48324,80918;46307,03731;46202,22626;44723,54565;44026,01194;42356,30398;43429,45262;41405,13296;45639,96368;45482,64923;47281,73387;51468,61221;47407,58313;52550,89657;47854,37321;50884,25051;47570,48754;48823,03854;46212,71606;47858,39913;44267,14797;47982,42352;40500,08309;43674,1802;33656,83731;37807,72321;28577,58227;33334,89612;20125,97896;24041,18629;14526,35384;19694,81812;11428,1279;18649,80819;7050,124973;13970,08388;2894,468838;6981,008672;561,5041053;2216,932873;94631,84649;90925,77191;86382,31592;84834,58558;91122,61291;98750,34608;99958,4797;98738,62372;96393,52608;94071,11519;92249,57149;84174,26329;71464,56052;61912,47839;44167,16525;34221,17196;30077,93609;21020,20885;12653,91449
95;2017;46104,24205;44286,25211;46412,10857;45735,33051;43722,3868;42075,261;41781,06278;39927,88769;38333,65626;38171,40023;37912,9318;41643,98636;40660,82708;45243,43377;41487,56309;43998,19573;41388,02429;42424,54262;40351,76387;42085,78209;39220,1429;40917,37327;36208,11322;39949,21256;31192,0953;33950,09154;26160,4711;28139,72841;17473,81831;19314,37601;11602,16268;14490,38334;8837,347429;13428,84249;4817,941442;10114,23731;1945,84968;5132,323008;435,5587302;1663,090006;90390,49416;92147,43908;85797,6478;81708,95047;76505,05649;79556,91816;85904,26085;85485,75882;83812,56691;82437,54596;80137,51617;76157,32578;65142,18684;54300,19951;36788,19432;26092,54602;22266,18992;14932,17875;9176,821424
971;2017;10393,29216;10357,65171;12663,3766;12090,4839;14525,54672;13994,67624;13995,36871;13828,36234;9718,934372;9094,706857;8159,793463;9584,037577;7549,487811;11239,85596;8371,940798;12261,28781;11318,97652;15272,79443;13237,32158;16657,57921;14497,13945;17424,29175;13640,28556;15511,12519;11575,27998;13666,63565;10228,46436;11813,97536;7509,810254;9251,988694;5201,189461;6789,935548;3724,18268;5654,249968;2021,492349;3560,704252;988,3220945;1916,965224;337,951321;821,6380986;20750,94387;24753,8605;28520,22296;27823,73105;18813,64123;17743,83104;18789,34377;20633,22861;26591,77095;29894,90079;31921,4312;29151,41075;25241,91563;22042,43972;16761,79895;11991,12501;9378,432648;5582,196601;4064,876738
972;2017;9166,548088;8932,594688;10973,95907;10370,30211;11965,33227;11582,89982;12556,74151;12114,2204;9072,42955;8572,325533;7918,309697;9274,378694;7375,909154;10141,30368;7738,495905;10424,57341;9661,322322;13063,43734;12852,93634;16139,7742;14482,86801;18183,75092;14157,35848;15812,38487;12155,79174;14110,96432;10133,09069;12005,48676;7640,211117;8959,73653;6047,705864;7626,645055;4400,904069;6057,242223;2333,056616;4120,313041;956,5031517;2109,432547;378,7405893;1039,327265;18099,14278;21344,26118;23548,23209;24670,96191;17644,75508;17192,68839;17517,21283;18163,06932;22724,75966;28992,71054;32666,61893;29969,74335;26266,75606;22138,57745;16599,94765;13674,35092;10458,14629;6453,369657;4484,003553
973;2017;15382,23743;14638,29326;15218,88334;15122,80172;14722,77975;14450,17815;12842,62266;12629,70587;9054,531554;9518,850339;8546,550985;9935,092932;9065,989;10192,39353;9005,229034;9622,884907;8359,115863;8659,082868;7366,421434;7791,542366;6438,279965;6600,636634;5615,25573;5479,68904;4252,902597;4118,9651;2794,17203;2881,371536;1728,095087;1748,834732;996,4790542;1181,934454;554,5755802;833,8094774;341,596544;515,4457457;89,6587141;249,5212079;61,84841236;99,02386431;30020,53069;30341,68506;29172,9579;25472,32853;18573,38189;18481,64392;19258,38253;18628,11394;17018,19873;15157,9638;13038,9166;11094,94477;8371,867697;5675,543566;3476,929819;2178,413508;1388,385058;857,0422897;500,0521987
974;2017;30405,08638;29395,14761;34228,99097;32865,80079;36152,9386;34084,49475;34680,15963;33314,23152;25935,21698;25692,86314;23406,86573;27396,02681;23318,60347;28615,03853;25194,14831;30017,28827;27390,66032;31117,79352;30059,31416;32790,73852;31098,27398;32616,2464;26066,1218;27888,2036;21585,55897;23202,88665;15889,97524;17457,33986;10582,58147;12444,40643;7504,032843;10003,22982;4409,271008;7119,752165;1961,313896;4047,479609;812,4929262;1971,396727;172,0815586;766,5892889;59800,23399;67094,79176;70237,43335;67994,39115;51628,08012;50802,89254;51933,642;55211,43658;58508,45384;62850,05268;63714,52038;53954,3254;44788,44562;33347,3151;23026,9879;17507,26266;11529,02317;6008,793505;3722,560501
1;2018;;;23035,517;21944,97755;23056,25474;21589,57518;21219,27305;18612,07748;15025,99622;14101,05134;18337,89933;18159,35717;20371,52766;21244,46646;20952,76385;20868,77313;21601,27101;22667,97434;24001,16499;23490,10667;23314,11816;22952,12146;20978,29404;21413,41674;18491,576;19480,59176;16922,80057;18569,1996;12715,90119;13902,72988;8604,640096;9435,999524;6113,092488;9117,733753;3904,735647;6680,824996;1514,686959;4142,752284;350,3817641;1337,12464;0;44980,49455;44645,82992;39831,35053;29127,04756;36497,2565;41615,99412;41821,53698;44269,24535;47491,27166;46266,23962;42391,71078;37972,16776;35492,00017;26618,63107;18040,63962;15230,82624;10585,56064;7344,945647
2;2018;;;17865,05669;17020,91146;18380,06223;16681,61445;17760,27599;15569,75694;13075,45104;12413,17013;13918,71742;14033,94469;15036,83174;15679,09663;15437,73959;15393,5949;16233,02163;16631,72421;17590,16872;17455,30387;17809,09768;18320,06068;18213,42901;18137,19101;18230,04133;18421,24762;17205,39672;18681,37883;10535,67671;11765,64172;7031,212225;9788,447544;5614,796331;9540,923296;3627,874271;7392,317877;1282,58082;3664,89924;283,7644583;887,9782886;0;34885,96815;35061,67668;33330,03293;25488,62117;27952,66211;30715,92837;30831,33449;32864,74584;35045,47259;36129,15836;36350,62002;36651,28895;35886,77555;22301,31843;16819,65977;15155,71963;11020,19215;6119,222807
3;2018;;;8875,018997;8370,064498;8985,407576;9013,054409;9811,024857;8878,994306;7540,824055;6982,369582;7496,557694;7136,426551;8032,184144;8546,158481;8101,80374;8353,921881;9654,133963;10541,71158;10700,06636;10971,67636;11227,32692;11938,04053;10987,35066;12213,36684;12089,04657;13083,74444;12370,60715;14132,2526;9200,824415;10869,91439;6731,90564;8317,458009;5462,057645;8206,951574;3746,49782;6458,006705;1527,878839;3654,532332;272,6516874;1101,542292;0;17245,0835;17998,46199;18690,01916;14523,19364;14632,98425;16578,34263;16455,72562;20195,84554;21671,74272;23165,36745;23200,7175;25172,79101;26502,85975;20070,73881;15049,36365;13669,00922;10204,50453;6556,60515
4;2018;;;4411,160557;4273,707565;5210,860102;4448,141429;4897,887124;4303,54542;3594,389544;3017,956267;3650,853889;3560,87082;4045,413595;4236,159342;4011,908688;4639,08131;4331,645908;4872,766663;5622,43237;5502,107121;5796,003829;6204,819807;5969,671579;6328,702675;6038,529056;6127,594249;5941,886983;6340,950309;4529,268598;5006,125091;3244,839711;3879,277566;2728,58698;3393,306903;1607,859274;2532,632091;688,6792294;1541,211305;129,7005679;548,5299455;0;8684,868122;9659,001531;9201,432544;6612,345811;7211,724709;8281,572937;8650,989998;9204,412571;11124,53949;12000,82364;12298,37425;12166,12331;12282,83729;9535,393689;7124,117277;6121,893883;4140,491365;2908,121048
5;2018;;;4104,911934;3835,492763;4310,32423;4103,357059;4152,505996;3398,508613;3043,839051;2445,530564;3320,40395;3299,605527;3432,466796;3803,44218;4192,593463;4344,921108;4104,775466;4631,626823;4962,274718;4971,393424;5097,062658;4851,429864;4937,245562;5358,433003;4660,583505;5014,711567;4972,780287;5276,447105;3883,34774;4358,624156;2499,840615;2826,342732;2106,793577;2852,894649;1150,351057;2098,012054;593,1541087;1228,234471;77,39815216;399,6768066;0;7940,404697;8413,681289;7551,014609;5489,369615;6620,009477;7235,908976;8537,514571;8736,402289;9933,668142;9948,492522;10295,67857;9675,295072;10249,22739;8241,971896;5326,183347;4959,688226;3248,363111;2298,463538
6;2018;;;29584,76755;28597,84667;29321,25271;28420,04476;30433,0902;28943,03502;26458,05094;26119,10352;27476,35346;29330,80015;30107,62556;31942,78336;31425,55881;33644,60795;32824,66136;33931,21915;34570,88393;37771,09747;36069,32807;39673,79316;33805,34527;36625,24926;30128,97259;36029,98959;32167,46933;37993,94114;26836,45325;33110,40669;20638,48738;26715,26607;15996,03302;23114,58446;10761,5623;18970,63758;4530,449574;10623,62685;988,8750799;3731,141018;0;58182,61422;57741,29747;59376,12522;52577,15446;56807,15361;62050,40892;65070,16676;66755,88051;72341,9814;75743,12123;70430,59453;66158,96218;70161,41047;59946,85994;47353,75345;39110,61748;29732,19988;19874,09252
7;2018;;;9962,53456;8937,847561;10045,88044;9930,203837;9026,009232;8575,850815;6366,386548;5815,109105;7521,167233;7670,725194;8257,569823;8216,050579;8342,274811;9418,490684;10665,7588;10039,70676;11042,23581;11205,49416;11840,95819;11875,89058;11724,98819;11548,97745;11016,10607;11726,68687;11959,91325;12337,98714;8628,808167;9531,72238;5909,45703;7167,791454;4655,303999;6287,75141;3204,304805;5002,166991;1374,831781;3303,942847;201,7678702;1055,784212;0;18900,38212;19976,08428;17601,86005;12181,49565;15191,89243;16473,6204;17760,7655;20705,46556;22247,72997;23716,84877;23273,96564;22742,79294;24297,90039;18160,53055;13077,24848;10943,05541;8206,471796;5936,32671
8;2018;;;8407,958773;8466,231047;8732,554653;7966,061409;8385,542653;7642,903616;5987,647384;5616,97979;7155,932075;7044,557994;7629,493908;8287,264073;7617,848569;7843,546285;8305,862686;8260,469384;9176,919266;8848,114777;9325,346826;9737,31296;9715,037074;9858,572358;9050,233899;9776,675937;9487,583046;10335,36315;5725,75088;6075,171086;4065,008497;5089,450145;3412,671498;5136,978999;2064,658768;4032,8545;645,9842873;1787,985457;103,8363463;446,9945798;0;16874,18982;16698,61606;16028,44627;11604,62717;14200,49007;15916,75798;15461,39485;16566,33207;18025,03404;19062,65979;19573,60943;18826,90984;19822,9462;11800,92197;9154,458642;8549,650497;6097,513268;2984,80067
9;2018;;;4237,765471;3903,93861;4404,236227;4338,840383;4189,980437;3623,944894;3496,601097;2651,729996;3685,814986;2948,405351;3510,921921;3809,40199;4255,476312;4563,415144;4508,018752;4614,124119;5074,897456;5238,490946;5496,100065;5514,406721;5752,823711;5945,100738;5665,16636;5856,231759;5901,446784;5683,036564;3914,432492;4269,828665;2686,512206;3409,01426;2704,689732;3368,692078;1610,619414;2732,307849;694,3279416;1483,940332;167,7169069;440,7011805;0;8141,704081;8743,07661;7813,925331;6148,331093;6634,220337;7320,323911;8818,891456;9122,142871;10313,3884;11010,50679;11697,92445;11521,39812;11584,48335;8184,261157;6095,526466;6073,38181;4342,927263;2786,686361
10;2018;;;9747,393843;9948,781485;10335,69783;9329,821312;10010,68016;9517,069551;8774,497912;7658,166377;8253,921524;8852,325554;8614,327735;9115,02711;8585,372275;8806,404196;9776,65786;9788,364727;9516,038586;10232,05322;9959,524968;10380,27024;10096,76314;10187,45507;9098,312206;10462,52993;9921,322661;10839,76806;7132,823242;7555,946398;4259,665078;5960,716033;3841,657482;5784,875622;2205,55669;4495,649509;1045,841273;2663,084067;110,18145;794,582787;0;19696,17533;19665,51914;19527,74971;16432,66429;17106,24708;17729,35485;17391,77647;19565,02259;19748,09181;20339,79521;20284,21821;19560,84214;20761,09072;14688,76964;10220,38111;9626,533104;6701,206199;4613,689577
11;2018;;;11004,16009;10244,87983;11163,22696;10559,20937;10560,7983;9711,686779;7442,495991;7255,60742;7926,55649;8394,258439;9188,783928;9707,638933;9889,074996;10706,52215;11061,48716;11461,65853;12046,3033;12713,40571;12563,30064;13173,32495;11942,71256;13118,40234;13255,7582;13535,84993;13486,49364;14777,51034;10412,37067;11709,30056;7004,387872;8151,598133;5783,045862;7636,503209;3952,230456;6199,516757;1604,210685;3888,909876;280,9294326;1061,359643;0;21249,03992;21722,43633;20272,48508;14698,10341;16320,81493;18896,42286;20595,59715;22523,14569;24759,70901;25736,62559;25061,1149;26791,60813;28264,00398;22121,67123;15155,98601;13419,54907;10151,74721;6835,409637
12;2018;;;7834,60315;7052,159072;7943,621271;7624,012622;8045,775808;6626,743982;5663,074896;4909,893004;6390,643689;6049,06774;6667,480241;6591,117682;7610,265685;7579,895734;8253,503603;7970,269351;9494,804831;9504,208878;10051,84973;9320,687254;10216,91312;10046,18363;9992,204455;9940,509438;10718,56047;10975,18673;7379,959506;7875,374673;5621,82624;6655,917263;4708,906284;7359,599445;3410,827365;5564,019365;1434,967785;3079,144658;223,7512537;923,4359982;0;14886,76222;15567,63389;14672,51979;10572,9679;12439,71143;13258,59792;15190,16142;16223,77295;18999,01371;19372,53698;20263,09675;19932,71389;21693,7472;15255,33418;12277,7435;12068,50573;8974,84673;5661,299695
13;2018;;;63434,03765;60328,66005;60686,50025;58489,84815;62731,80776;60685,61244;59772,89436;58867,06318;57821,22721;59772,99841;59776,57871;65009,74414;60184,30295;65407,13527;61539,59823;65338,05001;64992,66781;70343,12592;65706,86921;71898,25994;61572,56524;66546,04935;55688,08671;63858,09223;56005,05392;64245,79809;44130,73175;52228,38752;31741,18627;39148,50999;23680,54179;34428,94753;14366,17772;27073,13426;5845,352334;15411,93058;1273,502255;4788,901836;0;123762,6977;119176,3484;123417,4202;118639,9575;117594,2256;124786,3229;125591,4382;126877,6482;135335,7937;137605,1292;128118,6146;119546,1789;120250,852;96359,11927;70889,69626;58109,48932;41439,31198;27319,68701
14;2018;;;21576,92194;20632,00747;22517,08188;20962,71759;23919,92366;23086,09939;20504,32078;19794,52651;17753,44398;18734,968;19461,3435;19014,22655;19792,1172;21205,53967;20900,81896;21267,80004;22411,64311;22303,6053;21811,77851;23028,90426;22326,75078;23907,1182;22065,67328;24662,90181;22110,27186;24957,91752;14161,0638;17289,06756;10040,17802;13053,57493;7981,152862;12958,55503;4971,344308;10148,06739;2030,473563;5751,823653;293,2669796;1401,021205;0;42208,92941;43479,79947;47006,02305;40298,84729;36488,41198;38475,57005;40997,65687;42168,619;44715,24841;44840,68277;46233,86898;46728,57509;47068,18938;31450,13136;23093,75295;20939,70789;15119,4117;9476,585401
15;2018;;;3319,178514;3255,506409;4160,15212;4030,733967;3576,096019;3433,591149;2840,142268;2439,043326;3100,077143;2872,011284;3523,603323;3344,500057;3734,484217;3791,0915;4575,069331;4169,633025;4824,033493;4773,807024;5370,156373;5201,755712;5777,305882;5722,397664;5582,011826;5815,460885;6154,794326;6128,847874;3912,68975;4042,585361;2783,722128;3307,056568;2502,446821;3839,496038;1551,478028;2685,386617;713,9256533;1701,267345;147,1916561;409,7910288;0;6574,684923;8190,886087;7009,687168;5279,185594;5972,088427;6868,10338;7525,575717;8744,702356;9597,840517;10571,91209;11499,70355;11397,47271;12283,6422;7955,275111;6090,778696;6341,942859;4236,864645;2972,175683
16;2018;;;9538,382424;9141,9738;10020,01515;9789,34776;10189,16382;8953,912069;7999,395076;7217,872571;8308,742905;8115,219732;9011,503798;8823,492263;9413,497606;9505,067596;9788,091127;10409,17862;12039,91491;12643,48487;12140,31891;12747,17845;12002,94593;12963,13686;13013,19376;13596,137;12883,18466;13887,45893;9088,416616;10032,0768;6170,791695;7569,63549;5612,324584;8039,329916;3439,349103;5694,477586;1396,299224;3547,40206;367,6209051;1023,419232;0;18680,35622;19809,36291;19143,07589;15217,26765;16423,96264;17834,99606;18918,5652;20197,26975;24683,39978;24887,49736;24966,08279;26609,33076;26770,64359;19120,49342;13740,42719;13651,6545;9133,826689;6334,741421
17;2018;;;17366,97848;16967,61996;18210,33846;17459,41436;19306,81435;17015,65821;14464,70202;12741,90742;13874,15178;13652,38605;15575,03962;16625,28134;16419,47742;18048,99524;18507,89273;18989,68148;21680,79545;22515,60648;20424,60387;21478,49085;20535,85141;23015,63758;22997,90478;26317,87523;25972,41473;28628,4642;18275,98433;20807,5108;12608,48853;15542,45414;9718,99899;14352,6682;6433,021865;11432,38604;2639,726388;6627,935893;612,3013009;1887,522299;0;34334,59844;35669,75282;36322,47256;27206,60944;27526,53783;32200,32096;34468,47266;37497,57421;44196,40193;41903,09472;43551,48899;49315,78001;54600,87893;39083,49513;28150,94267;24071,66719;17865,40791;11767,48588
18;2018;;;8557,398324;8274,663068;8765,853154;8393,068843;8681,309845;7724,049562;6948,126152;5987,437545;7135,855052;6826,523903;7972,410376;8370,201118;7515,535982;7724,684372;8647,634398;8902,234165;10407,83875;10100,59015;10337,19513;10939,6582;10328,01009;10843,06998;10366,27997;11222,00162;11101,84687;12202,22158;8111,102679;8782,217892;5988,416242;6894,457359;4589,156542;6942,191854;2799,150031;5197,377841;1104,2744;2874,525166;263,8799232;917,5617452;0;16832,06139;17158,922;16405,35941;12935,5637;13962,37896;16342,61149;15240,22035;17549,86856;20508,4289;21276,85333;21171,08007;21588,28159;23304,06845;16893,32057;12882,8736;11531,3484;7996,527872;5160,241234
19;2018;;;6281,282504;6173,724116;6545,520972;6349,552689;7504,742843;5981,593636;5881,727541;4685,038237;5603,351519;5234,642211;5712,294623;5785,828802;6281,567914;6586,202619;6921,177093;7374,876243;8091,589957;7453,13743;8173,580477;8104,10352;8140,116582;8839,540724;8678,846338;9388,577241;9492,824176;10124,53738;6335,004845;7142,533085;4463,345;5657,672323;4239,09304;6048,249971;2534,922688;4713,600133;1136,831549;2823,840944;184,1580096;793,0559844;0;12455,00662;12895,07366;13486,33648;10566,76578;10837,99373;11498,12343;12867,77053;14296,05334;15544,72739;16277,684;16979,65731;18067,42358;19617,36156;13477,53793;10121,01732;10287,34301;7248,522821;4937,886487
2A;2018;;;4502,170473;4037,720636;4089,04013;3939,832099;3950,543187;3572,853319;3287,201667;3148,683025;4074,463516;4431,811808;4465,079911;5258,423768;4848,619557;5289,271925;5275,555354;5388,873888;5739,528356;5805,110302;5661,841678;6115,08954;5302,906882;5391,12623;5066,970262;5301,951253;5223,600258;5540,7562;3966,246257;4717,664038;3502,994112;3803,447202;2276,799353;3040,292525;1432,541015;2318,910624;407,6239742;1094,787659;142,7639522;294,3184405;0;8539,891109;8028,872229;7523,396506;6435,884692;8506,275324;9723,503679;10137,89148;10664,42924;11544,63866;11776,93122;10694,03311;10368,92152;10764,35646;8683,910295;7306,441314;5317,091878;3751,451639;1939,494026
2B;2018;;;5100,397238;4641,251251;4874,132669;4535,272915;4928,638087;4447,723738;4459,554454;4473,809699;4897,510072;5000,71772;5327,244111;5727,568507;5417,734366;5579,768644;5563,085196;5854,325685;6251,152952;6448,210743;6064,494703;6254,518901;5849,469599;6035,022841;5531,96534;5975,81731;6011,965233;6267,047315;4513,615704;4951,741213;3640,76397;4119,704185;2485,547499;3352,49864;1441,13147;2264,664924;537,2123669;1315,563393;111,9003541;401,6384019;0;9741,648489;9409,405584;9376,361825;8933,364153;9898,227792;11054,81262;10997,50301;11417,41088;12699,3637;12319,0136;11884,49244;11507,78265;12279,01255;9465,356917;7760,468155;5838,046139;3705,796394;2366,314516
21;2018;;;15669,5965;14484,76421;16038,52273;15648,53247;17641,83717;18204,26985;17070,85254;17715,62497;15711,74864;15604,41284;15759,92391;15304,88877;15344,57862;15630,58276;16432,33589;16877,44626;17096,28238;17903,40847;16647,82112;17587,21032;16667,19008;17891,3785;15514,92955;17357,03586;16353,56131;18262,65799;11624,74443;12645,67733;8179,284255;9618,753544;6340,554331;9195,938027;4111,704233;7878,395217;1647,283634;4434,207416;353,1877958;1279,442799;0;30154,36071;31687,0552;35846,10702;34786,47751;31316,16148;31064,81268;30975,16138;33309,78215;34999,69085;34235,03144;34558,56858;32871,96541;34616,2193;24270,42176;17798,0378;15536,49236;11990,09945;7714,121645
22;2018;;;17908,18935;17414,43334;18728,818;18636,5903;18107,06787;16409,73897;12239,83205;10574,23738;12214,51286;12731,91359;14537,82915;14669,36669;15533,77989;16208,67085;18293,35926;18343,32847;19487,93776;20001,66252;20014,27105;19766,1375;20504,31866;20988,47111;20885,2536;21984,87655;22366,57653;24990,2236;15613,24905;17430,67645;11267,72243;14113,73739;9376,729694;14024,00579;5425,618319;11102,75325;2100,584555;5728,898288;393,8397306;1603,928796;0;35322,62269;37365,4083;34516,80684;22814,06943;24946,42645;29207,19584;31742,45074;36636,68773;39489,60028;39780,40855;41492,78977;42870,13015;47356,80013;33043,9255;25381,45982;23400,73548;16528,37157;9827,25137
23;2018;;;2894,093444;2731,158701;3045,773003;2745,915085;3050,678516;2771,262343;2155,702202;1734,179389;2489,17176;2279,149052;2431,12674;2497,38323;2853,779287;2786,188178;3323,483467;3286,681967;3998,962431;3550,511257;3939,044161;3988,783231;4244,827073;4445,296774;5314,012495;5113,777891;5355,017236;5139,627338;3404,608153;4018,907085;2638,703377;2946,927472;2215,402414;3486,463186;1390,197871;2691,888215;705,8327089;1638,283335;108,2460258;467,1113719;0;5625,252145;5791,688088;5821,940859;3889,881591;4768,320812;4928,50997;5639,967465;6610,165434;7549,473688;7927,827392;8690,123847;10427,79039;10494,64457;7423,515238;5585,630849;5701,8656;4082,086086;2919,473442
24;2018;;;10422,08529;9755,366142;11235,57682;10905,27538;11396,26744;10094,03665;7987,494445;6841,342882;8300,975082;8462,606359;9484,585789;9186,563113;10015,44793;10369,67197;11484,68384;12449,40829;13623,89091;13768,10622;13919,12762;15372,30703;14888,27267;15783,88979;15753,5357;16557,34844;17890,9339;18985,48896;11878,87335;13189,73072;8565,983627;10162,20179;7222,921944;10006,47606;4725,390208;7931,920468;1998,154222;4623,742697;384,385172;1451,377996;0;20177,45143;22140,8522;21490,30409;14828,83733;16763,58144;18671,1489;20385,1199;23934,09213;27391,99713;29291,43465;30672,16246;32310,88414;36876,42286;25068,60407;18728,18542;17229,398;12657,31068;8457,660087
25;2018;;;17692,10835;17048,76051;18243,16278;16035,10018;17836,68946;16923,16182;16827,02165;15616,59417;16392,74954;15713,46678;16900,8033;17102,5722;16699,03515;16617,94635;16679,51823;16918,13314;18150,45062;17844,58041;16912,17986;17120,72042;15698,04199;17693,10306;15220,22224;16545,33182;15384,56717;16462,75963;11184,15926;12288,53476;8082,473234;9602,639809;6171,908943;9168,136529;3774,432277;6685,058975;1361,104207;3597,036173;273,468212;1094,468851;0;34740,86886;34278,26296;34759,85128;32443,61582;32106,21632;34003,3755;33316,9815;33597,65137;35995,03103;34032,90028;33391,14505;31765,55406;31847,3268;23472,69402;17685,11304;15340,04547;10459,49125;6326,077443
26;2018;;;16881,96659;15637,01697;16509,84974;17330,87411;16004,9691;14439,59149;12101,52433;10794,42796;13464,37534;13183,01148;14503,184;14954,2276;14859,72211;16215,03409;15522,80134;15996,2128;17103,19029;17687,79547;16779,5037;17810,66669;16290,52587;17766,82816;16042,61303;16946,75614;15617,13518;17876,15163;11859,98489;13646,38704;8505,637506;10385,57111;6458,928644;9387,615379;3825,538669;6868,013205;1651,465042;4054,816219;306,9753965;1187,187141;0;32518,98356;33840,72385;30444,56059;22895,95229;26647,38682;29457,4116;31074,7562;31519,01414;34790,98576;34590,17039;34057,35403;32989,36917;33493,28681;25506,37193;18891,20862;15846,54402;10693,55187;7200,443799
27;2018;;;20850,02898;20429,47737;21548,0998;20067,72083;19838,81091;18006,34028;13159,51485;12901,038;14770,0276;15231,25976;17634,81198;19022,43613;18598,27629;18867,83653;19508,48483;19814,18037;20971,54268;21328,52237;20393,22639;20577,61928;19772,3153;20810,78874;18311,35972;20272,84409;18424,05163;20116,02155;12292,98769;13323,48008;7869,742467;10169,47381;6261,507685;9456,534898;3797,927287;7040,943888;1441,163786;3722,328916;253,536443;1045,299721;0;41279,50635;41615,82063;37845,15119;26060,55285;30001,28736;36657,24811;37466,11282;39322,6652;42300,06505;40970,84567;40583,10404;38584,20381;38540,07318;25616,46777;18039,21628;15718,04258;10838,87118;6462,328866
